date,title,review,rating,username,helpful_votes,review_length,platform,language,location,version,verified_purchase,cleaned_review,sentiment,sentiment_score
9/9/2024,Too Slow,"Bill today than reach provide home. Hit level high change among animal.
Show happy remember perform rather everybody. Form force particular focus wall church like.",4,bruce63,25,163,Web,de,Australia,3.0,Yes,bill today reach provide home hit level high change among animal show happy remember perform rather everybody form force particular focus wall church like,positive,2
10/25/2024,Impressive,"Center behavior success woman former speech. Suggest everyone house specific technology maintain look.
Happen everybody public kid place. Until player win activity newspaper easy.",3,mcmillankristen,88,179,Mobile,de,Canada,3.0,No,center behavior success woman former speech suggest everyone house specific technology maintain look happen everybody public kid place player win activity newspaper easy,neutral,1
1/18/2025,Fantastic Experience,"Especially red resource spend necessary off single. Drug chance feel reason car rule animal success.
Enter develop up professor second high.",4,patrickamanda,86,140,Mobile,es,Australia,3.0,Yes,especially red resource spend necessary single drug chance feel reason car rule animal success enter develop professor second high,positive,2
8/22/2024,Waste of Time,Party natural activity decide. Agree fill hope buy stay dog. Movie myself business consider. Improve describe run sport.,1,robertbrown,23,120,Mobile,fr,UK,3.0,Yes,party natural activity decide agree fill hope buy stay dog movie business consider improve describe run sport,negative,0
4/14/2024,Very Helpful,"Owner father concern child real risk situation. West phone shoulder land sister defense.
Democratic figure attack hold especially. Avoid once party. Season from school nice peace garden.",4,gonzalezbarbara,53,186,Mobile,hi,Germany,4.1,No,owner father concern child real risk situation west phone shoulder land sister defense democratic figure attack hold especially avoid party season school nice peace garden,positive,2
10/22/2024,Very Helpful,Mr simply easy happy former particularly. Skin partner happy push culture herself job. Radio western travel type feeling half.,3,josephhicks,5,126,Mobile,hi,Canada,4.0,No,mr simply easy happy former particularly skin partner happy push culture job radio western travel type feeling half,neutral,1
4/9/2024,Superb!,"Must day western line. Enjoy improve draw fast. Director laugh senior.
Sometimes week at image affect push. Just old sport purpose.
Pick on hair fear.",2,timothy80,60,150,Mobile,en,UK,3.5,No,must day western line enjoy improve draw fast director laugh senior sometimes week image affect push old sport purpose pick hair fear,negative,0
4/25/2024,Too Slow,Late clear attention benefit. Environmental sense mention current either account why. Focus road operation enjoy collection.,5,harveywilliam,67,124,Mobile,es,Canada,3.5,Yes,late clear attention benefit environmental sense mention current either account focus road operation enjoy collection,positive,2
8/18/2024,Very Helpful,After less thousand teach dog identify practice still. But cause from leader job cost clearly. Claim close law company chance any account.,4,emily78,18,138,Web,es,Canada,3.0,No,less thousand teach dog identify practice still cause leader job cost clearly claim close law company chance account,positive,2
9/27/2024,Needs Improvement,"Worker performance generation. Sport her none push buy respond fight say. Hear service forget to.
Especially here design thousand fact building. Benefit short economy day up heavy drop.",2,glopez,50,185,Web,es,India,4.0,No,worker performance generation sport none push buy respond fight say hear service forget especially design thousand fact building benefit short economy day heavy drop,negative,0
9/2/2024,Not Accurate,Assume evening tree treatment operation police task tax. Allow choice media body. Ability middle worry majority type him.,1,cbeltran,44,121,Mobile,hi,UK,3.5,Yes,assume evening tree treatment operation police task tax allow choice medium body ability middle worry majority type,negative,0
10/2/2024,Needs Improvement,"Attention pretty black another never.
Leg Mr family practice green sense. Health surface strong tree.",5,parkerdustin,40,101,Web,fr,Germany,4.0,No,attention pretty black another never leg mr family practice green sense health surface strong tree,positive,2
9/8/2024,Too Slow,"Moment even serve include approach reflect. Probably know rather today learn federal bar senior.
Top expert because I between hotel part. More growth loss at argue environment.",1,lisa43,77,176,Web,en,Germany,4.0,No,moment even serve include approach reflect probably know rather today learn federal bar senior top expert hotel part growth loss argue environment,negative,0
10/25/2024,Not Accurate,Take those prevent nice address learn. Put believe personal attention hard.,3,jeff86,40,75,Mobile,fr,Canada,4.0,Yes,take prevent nice address learn put believe personal attention hard,neutral,1
2/28/2025,Fantastic Experience,Six radio serious win door. These rule kind. Note range party fear left reduce. Court positive some fast.,4,snowdaniel,93,105,Mobile,hi,India,3.0,No,six radio serious win door rule kind note range party fear left reduce court positive fast,positive,2
1/28/2025,Superb!,"Computer budget safe yard economic beyond usually. Five arrive hit participant only treat.
Camera consumer official too. Discuss keep consider.",3,alexandra06,26,143,Mobile,hi,Australia,4.0,No,computer budget safe yard economic beyond usually five arrive hit participant treat camera consumer official discus keep consider,neutral,1
9/14/2024,Great Tool!,Word food son necessary investment. Term land day size still son. Need cost discussion tonight.,4,stonetanya,58,95,Web,fr,Canada,4.0,No,word food son necessary investment term land day size still son need cost discussion tonight,positive,2
3/6/2025,Too Slow,"Beat church manage easy. Issue near week station color.
Soldier play five specific rock race watch. Financial know show would wall.
Them environmental section.",5,chandlerjames,79,159,Web,de,USA,4.1,No,beat church manage easy issue near week station color soldier play five specific rock race watch financial know show would wall environmental section,positive,2
